title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,offer_type,search_url,scraped_at
Продава обзаведен тристаен апартамент до мол България,/prodava-obzaveden-tristaen-apartament-do-mol-balgariya-8533488,"Гоце Делчев, София",Цена:490 000 €(958 356.70 лв.),Тристаен апартамент в Гоце Делчев,120 кв.м,Тухла,2018 г.,4 етаж,"Дизайнерски обзаведен, вътрешен апартамент в нова луксозна сграда. Апартаментът е на четвърти етаж в тухлена сграда с Разрешение за ползване и отлично поддържани общи части. 

Разпределение: Коридор..",Коевски недвижими имоти,8533488,0,4083.33,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.083394
Южен С АКТ 16! Апартаментът предоставя всичко необходимо за удобен и луксозен начин на живот!,/yujen-s-akt-16-apartamentat-predostavya-vsichko-neobhodimo-za-udoben-i-luksozen-nachin-na-jivot-10657156,"Гоце Делчев, София",Цена:317 030 €(620 056.78 лв.),Тристаен апартамент в Гоце Делчев,109 кв.м,Тухла,2024 г.,2 етаж,"Акт 16 🌟 Луксозен 3-стаен апартамент в кв. Гоце Делчев, София 🌟

Детайлна информация на: www.novdom1.bg - Реф: 74978
„Консултант Недвижими Имоти„: Емил Бабанов *виж контакти*

🔑 Тип имот: Ново строите..",Нов Дом 1,10657156,0,2908.53,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.087801
Продава се напълно обзаведен многостаен апартамент - кв. Хиподрума,/prodava-se-napalno-obzaveden-mnogostaen-apartament-kv-hipodruma-10654731,"Хиподрума, София",Цена:454 000 €(887 946.82 лв.),Многостаен апартамент в Хиподрума,168 кв.м,Тухла,2023 г.,5 етаж,"Продава се напълно обзаведен многостаен апартамент - кв. Хиподрума, София

Апартаментът се намира в модерна сграда с контрол на достъп, чип система, портиер и 24/7 видеонаблюдение. 
Сградата е разпол..",АЯКС ИМОТИ,10654731,0,2702.38,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.092146
Многостаен апартамент 206 кв.м Тухла 2026 г. 2 етаж Непоследен,/mnogostaen-apartament-206-kv-m-tuhla-2026-g-2-etaj-neposleden-9799324,"Сухата река, София",Цена:417 150 €(815 874.48 лв.),Многостаен апартамент в Сухата река,166 кв.м,Тухла,2026 г.,2 етаж,КЛИЕНТИТЕ НА MARTIN’S СА ПО-ДОВОЛНИ! ПОПИТАЙ ЗАЩО! Предлагаме четиристаен апартамент с обща площ от 206.83 кв.м. в сграда ново строителство. Имотът се намира на първи етаж в сграда с общо 9 етажа и се..,Martin”s real estate,9799324,0,2512.95,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.096520
Тристаен апартамент в ж.к. Сухата река,/tristaen-apartament-v-j-k-suhata-reka-9799336,"Сухата река, София",Цена:312 975 €(612 125.90 лв.),Тристаен апартамент в Сухата река,125 кв.м,Тухла,2026 г.,3 етаж,"КЛИЕНТИТЕ НА MARTIN’S СА ПО-ДОВОЛНИ! ПОПИТАЙ ЗАЩО! 
Предлагаме тристаен апартамент с обща площ от 124.42 кв.м. в сграда ново строителство. Имотът е ситуиран на втори етаж в сграда с общо 9 етажа и се ..",Martin”s real estate,9799336,0,2503.8,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.100879
Четиристаен апартамент в ж.к Сухата река,/chetiristaen-apartament-v-j-k-suhata-reka-9799344,"Сухата река, София",Цена:275 418 €(538 670.80 лв.),Многостаен апартамент в Сухата река,125 кв.м,Тухла,2026 г.,6 етаж,"КЛИЕНТИТЕ НА MARTIN’S СА ПО-ДОВОЛНИ! ПОПИТАЙ ЗАЩО! 
Предлагаме четиристаен апартамент с обща площ от 166.86 кв.м. в сграда ново строителство. Имотът е ситуиран на шести етаж в сграда с общо 9 етажа и ..",Martin”s real estate,9799344,0,2203.34,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.105199
Двустаен апартамент в район Оборище! Централен и комуникативен район!,/dvustaen-apartament-v-raion-oborishte-centralen-i-komunikativen-raion-10652698,"Оборище, София",Цена:320 000 €(625 865.60 лв.),Двустаен апартамент в Оборище,75 кв.м,Тухла,2015 г.,5 етаж,"КУПИ ЗА EUR 1199 на месец! 

’БЕСТ СЕЛЪРС’ предлага на Вашето внимание двустаен апартамент в район ’Оборище’. 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 25416. 

РАЗПР..",Best Sellers,10652698,0,4266.67,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:29.362133
Продава двустаен апартамент на ул. Солун,/prodava-dvustaen-apartament-na-ul-solun-7989783,"Борово, София",Цена:250 000 €(488 957.50 лв.),Двустаен апартамент в Борово,75 кв.м,Тухла,2003 г.,2 етаж,"Продава се двустаен апартамент находящ се в София, Борово на ул. Солун в близост до бул. България. Апартаментът е на втори етаж в тухлена кооперация от 2003 година. 

Разпределение: Коридор, дневна ..",Коевски недвижими имоти,7989783,0,3333.33,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:29.366603
"Продава тристаен тухлен апартамент, гр. София, кв. Медицинска академия",/prodava-tristaen-tuhlen-apartament-gr-sofiya-kv-medicinska-akademiya-9566858,"Медицинска академия, София",Цена:349 000 €(682 584.67 лв.),Многостаен апартамент в Медицинска академия,75 кв.м,Тухла,1968 г.,3 етаж,"Кантора “ИМОТИ ПРОСПЕРИТИ“ има удоволствието да представи на Вашето ВНИМАНИЕ имот с реф. № 4829!!! 
ПРОДАВА 3-СТАЕН апартамент, с площ от 75 кв.м. и продажна цена в размер на 349 000EUR, находящ се в ..",Имоти Просперити,9566858,0,4653.33,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:29.370997
Тристаен апартамент в кв. Оборище № 86588,/tristaen-apartament-v-kv-oborishte-86588-10645265,"Оборище, София",Цена:435 000 €(850 786.05 лв.),Тристаен апартамент в Оборище,124 кв.м,Тухла,2004 г.,2 етаж,"Компания ’ЕКС’ представя на Вашето внимание тристаен апартамент в кв. Оборище. 

МЕСТОПОЛОЖЕНИЕ: В близост до спирки на градски транспорт, множество магазини и всичко най- необходимо. 

СТРОИТЕЛСТ..",X NVD,10645265,0,3508.06,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:29.375385
Четиристаен апартамент за продажба,/chetiristaen-apartament-za-prodajba-6790623,"Стрелбище, София",Цена:345 000 €(674 761.35 лв.),Многостаен апартамент в Стрелбище,120 кв.м,Тухла,1998 г.,,"Луксозно обзаведен и оборудван имот, съставляващ две нива. Вътрешното разпределение включва на първо ниво входна зона с огледало и конзолна тоалетка с директен достъп до голяма всекидневна с кът за ме..",Еколит,6790623,0,2875.0,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:29.379623
"3-стаен, София, Редута, 79 кв.м., 222222 €",/3-staen-sofiya-reduta-79-kv-m-222222-10642221,"Редута, София",Цена:222 222 €(434 628.45 лв.),Тристаен апартамент в Редута,79 кв.м,Тухла,,3 етаж,"Предлагаме за продажба просторен тристаен апартамент в модерна новострояща се сграда в един от най-предпочитаните и зелени квартали на София - Редута. Локацията съчетава спокойствие, отлична градска и..",Имотека АД,10642221,0,2812.94,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:29.384127
